,,,,,,
110,113.64,0.57397,223.73396,,,
111,113.64,0.47885,223.53277,,,
112,113.64,0.57397,223.73396,,,
113,113.64,0.47885,223.53277,,,
114,113.64,0.57397,223.73396,,,
115,113.64,0.47885,223.53277,,,
116,113.64,0.57397,223.73396,,,
117,113.64,0.57397,223.73396,,,
118,113.64,0.57397,223.73396,,,
119,113.64,0.57397,223.73396,,,
120,113.64,0.57397,223.73396,,,
121,113.64,0.57397,223.73396,,,
122,113.64,0.57397,223.73396,,,
123,113.64,0.57397,223.73396,,,
124,113.64,0.57397,223.73396,,,
125,113.64,0.57397,223.73396,,,
126,113.64,0.57397,223.73396,,,
127,113.64,0.57397,223.73396,,,
128,113.64,0.57397,223.73396,,,
129,113.64,0.57397,223.73396,,,
130,113.64,0.66888,223.93298,,,
131,113.64,0.57397,223.73396,,,
132,113.64,0.57397,223.73396,,,
133,113.64,0.57397,223.73396,,,
135,113.64,0.57397,223.73396,,,
136,113.64,0.57397,223.73396,,,
137,113.64,0.66888,223.93298,,,
138,113.64,0.57397,223.73396,,,
139,113.64,0.66888,223.93298,,,
140,113.64,0.66888,223.93298,,,
141,113.64,0.57397,223.73396,,,
142,113.64,0.66888,223.93298,,,
143,113.64,0.57397,223.73396,,,
144,113.64,0.66888,223.93298,,,
145,113.64,0.57397,223.73396,,,
146,113.64,0.66888,223.93298,,,
147,113.64,0.66888,223.93298,,,
148,113.64,0.66888,223.93298,,,
149,113.64,0.66888,223.93298,,,
150,113.64,0.66888,223.93298,,,
